County,County Code,Year,Year Code,Drug/Alcohol Induced Cause,Drug/Alcohol Induced Cause Code,Deaths,CTYNAME,STNAME
"Clark County, WA",53011.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,41.0,Clark County,WA
"Clark County, WA",53011.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Clark County,WA
"Cowlitz County, WA",53015.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Cowlitz County,WA
"Grant County, WA",53025.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Grant County,WA
"King County, WA",53033.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,212.0,King County,WA
"King County, WA",53033.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,32.0,King County,WA
"King County, WA",53033.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,King County,WA
"Kitsap County, WA",53035.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,23.0,Kitsap County,WA
"Lewis County, WA",53041.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Lewis County,WA
"Pierce County, WA",53053.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,98.0,Pierce County,WA
"Pierce County, WA",53053.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Pierce County,WA
"Pierce County, WA",53053.0,2007.0,2007.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,Pierce County,WA
"Skagit County, WA",53057.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Skagit County,WA
"Snohomish County, WA",53061.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,95.0,Snohomish County,WA
"Snohomish County, WA",53061.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Snohomish County,WA
"Spokane County, WA",53063.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,88.0,Spokane County,WA
"Spokane County, WA",53063.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Spokane County,WA
"Thurston County, WA",53067.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Thurston County,WA
"Whatcom County, WA",53073.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Whatcom County,WA
"Yakima County, WA",53077.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,24.0,Yakima County,WA
"Brown County, WI",55009.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Brown County,WI
"Dane County, WI",55025.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Dane County,WI
"Kenosha County, WI",55059.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,Kenosha County,WI
"Milwaukee County, WI",55079.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,170.0,Milwaukee County,WI
"Milwaukee County, WI",55079.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Milwaukee County,WI
"Racine County, WI",55101.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Racine County,WI
"Rock County, WI",55105.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Rock County,WI
"Walworth County, WI",55127.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Walworth County,WI
"Washington County, WI",55131.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Washington County,WI
"Waukesha County, WI",55133.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Waukesha County,WI
"Waukesha County, WI",55133.0,2007.0,2007.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Waukesha County,WI
"Winnebago County, WI",55139.0,2007.0,2007.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Winnebago County,WI
"Cochise County, AZ",4003.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Cochise County,AZ
"Coconino County, AZ",4005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Coconino County,AZ
"Maricopa County, AZ",4013.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,468.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,86.0,Maricopa County,AZ
"Maricopa County, AZ",4013.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,55.0,Maricopa County,AZ
"Mohave County, AZ",4015.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,Mohave County,AZ
"Mohave County, AZ",4015.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,17.0,Mohave County,AZ
"Navajo County, AZ",4017.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Navajo County,AZ
"Pima County, AZ",4019.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,162.0,Pima County,AZ
"Pima County, AZ",4019.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,Pima County,AZ
"Pima County, AZ",4019.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,16.0,Pima County,AZ
"Pinal County, AZ",4021.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Pinal County,AZ
"Pinal County, AZ",4021.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Pinal County,AZ
"Yavapai County, AZ",4025.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Yavapai County,AZ
"Yuma County, AZ",4027.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Yuma County,AZ
"Adams County, CO",8001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,53.0,Adams County,CO
"Arapahoe County, CO",8005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,67.0,Arapahoe County,CO
"Arapahoe County, CO",8005.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Arapahoe County,CO
"Boulder County, CO",8013.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Boulder County,CO
"Denver County, CO",8031.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,102.0,Denver County,CO
"Denver County, CO",8031.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Denver County,CO
"Douglas County, CO",8035.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Douglas County,CO
"El Paso County, CO",8041.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,59.0,El Paso County,CO
"El Paso County, CO",8041.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,El Paso County,CO
"Jefferson County, CO",8059.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Jefferson County,CO
"Jefferson County, CO",8059.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Jefferson County,CO
"Larimer County, CO",8069.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,32.0,Larimer County,CO
"Mesa County, CO",8077.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Mesa County,CO
"Pueblo County, CO",8101.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Pueblo County,CO
"Pueblo County, CO",8101.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Pueblo County,CO
"Weld County, CO",8123.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Weld County,CO
"Alachua County, FL",12001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,Alachua County,FL
"Bay County, FL",12005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Bay County,FL
"Brevard County, FL",12009.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,119.0,Brevard County,FL
"Brevard County, FL",12009.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,16.0,Brevard County,FL
"Broward County, FL",12011.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,205.0,Broward County,FL
"Broward County, FL",12011.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,42.0,Broward County,FL
"Broward County, FL",12011.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,15.0,Broward County,FL
"Citrus County, FL",12017.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,27.0,Citrus County,FL
"Clay County, FL",12019.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Clay County,FL
"Collier County, FL",12021.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,36.0,Collier County,FL
"Columbia County, FL",12023.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Columbia County,FL
"Duval County, FL",12031.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,120.0,Duval County,FL
"Duval County, FL",12031.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,Duval County,FL
"Escambia County, FL",12033.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,25.0,Escambia County,FL
"Hernando County, FL",12053.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,50.0,Hernando County,FL
"Hillsborough County, FL",12057.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,237.0,Hillsborough County,FL
"Hillsborough County, FL",12057.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,22.0,Hillsborough County,FL
"Indian River County, FL",12061.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,18.0,Indian River County,FL
"Lake County, FL",12069.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,34.0,Lake County,FL
"Lee County, FL",12071.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,80.0,Lee County,FL
"Lee County, FL",12071.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,26.0,Lee County,FL
"Manatee County, FL",12081.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,Manatee County,FL
"Manatee County, FL",12081.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,15.0,Manatee County,FL
"Marion County, FL",12083.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,51.0,Marion County,FL
"Martin County, FL",12085.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Martin County,FL
"Miami-Dade County, FL",12086.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,77.0,Miami-Dade County,FL
"Miami-Dade County, FL",12086.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Miami-Dade County,FL
"Monroe County, FL",12087.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Monroe County,FL
"Nassau County, FL",12089.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,14.0,Nassau County,FL
"Okaloosa County, FL",12091.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Okaloosa County,FL
"Orange County, FL",12095.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,125.0,Orange County,FL
"Orange County, FL",12095.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,24.0,Orange County,FL
"Osceola County, FL",12097.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Osceola County,FL
"Palm Beach County, FL",12099.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,193.0,Palm Beach County,FL
"Palm Beach County, FL",12099.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,37.0,Palm Beach County,FL
"Pasco County, FL",12101.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,159.0,Pasco County,FL
"Pasco County, FL",12101.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,14.0,Pasco County,FL
"Pinellas County, FL",12103.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,238.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,33.0,Pinellas County,FL
"Pinellas County, FL",12103.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,Pinellas County,FL
"Polk County, FL",12105.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,Polk County,FL
"Putnam County, FL",12107.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,21.0,Putnam County,FL
"St. Johns County, FL",12109.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,15.0,St. Johns County,FL
"St. Lucie County, FL",12111.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,43.0,St. Lucie County,FL
"Santa Rosa County, FL",12113.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Santa Rosa County,FL
"Sarasota County, FL",12115.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,64.0,Sarasota County,FL
"Sarasota County, FL",12115.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Sarasota County,FL
"Seminole County, FL",12117.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,61.0,Seminole County,FL
"Volusia County, FL",12127.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,104.0,Volusia County,FL
"Hawaii County, HI",15001.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,11.0,Hawaii County,HI
"Honolulu County, HI",15003.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,82.0,Honolulu County,HI
"Honolulu County, HI",15003.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,18.0,Honolulu County,HI
"Acadia Parish, LA",22001.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,13.0,Acadia Parish,LA
"Bossier Parish, LA",22015.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Bossier Parish,LA
"Caddo Parish, LA",22017.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,20.0,Caddo Parish,LA
"Calcasieu Parish, LA",22019.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,19.0,Calcasieu Parish,LA
"East Baton Rouge Parish, LA",22033.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,East Baton Rouge Parish,LA
"Jefferson Parish, LA",22051.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,58.0,Jefferson Parish,LA
"Lafayette Parish, LA",22055.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,30.0,Lafayette Parish,LA
"Lafourche Parish, LA",22057.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,19.0,Lafourche Parish,LA
"Livingston Parish, LA",22063.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Livingston Parish,LA
"Orleans Parish, LA",22071.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Orleans Parish,LA
"Ouachita Parish, LA",22073.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Ouachita Parish,LA
"Rapides Parish, LA",22079.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Rapides Parish,LA
"St. John the Baptist Parish, LA",22095.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,St. John the Baptist Parish,LA
"St. Tammany Parish, LA",22103.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,42.0,St. Tammany Parish,LA
"Tangipahoa Parish, LA",22105.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Tangipahoa Parish,LA
"Terrebonne Parish, LA",22109.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,22.0,Terrebonne Parish,LA
"Clark County, NV",32003.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,320.0,Clark County,NV
"Clark County, NV",32003.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,67.0,Clark County,NV
"Douglas County, NV",32005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Douglas County,NV
"Lyon County, NV",32019.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Lyon County,NV
"Nye County, NV",32023.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,17.0,Nye County,NV
"Washoe County, NV",32031.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,86.0,Washoe County,NV
"Washoe County, NV",32031.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,12.0,Washoe County,NV
"Albany County, NY",36001.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Albany County,NY
"Albany County, NY",36001.0,2010.0,2010.0,Drug poisonings (overdose) Undetermined (Y10-Y14),D4,14.0,Albany County,NY
"Bronx County, NY",36005.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,100.0,Bronx County,NY
"Broome County, NY",36007.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,16.0,Broome County,NY
"Dutchess County, NY",36027.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,37.0,Dutchess County,NY
"Dutchess County, NY",36027.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,10.0,Dutchess County,NY
"Erie County, NY",36029.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,63.0,Erie County,NY
"Erie County, NY",36029.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Erie County,NY
"Kings County, NY",36047.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,152.0,Kings County,NY
"Kings County, NY",36047.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,23.0,Kings County,NY
"Monroe County, NY",36055.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,46.0,Monroe County,NY
"Monroe County, NY",36055.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,11.0,Monroe County,NY
"Nassau County, NY",36059.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,91.0,Nassau County,NY
"New York County, NY",36061.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,72.0,New York County,NY
"New York County, NY",36061.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,20.0,New York County,NY
"Niagara County, NY",36063.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,29.0,Niagara County,NY
"Onondaga County, NY",36067.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,33.0,Onondaga County,NY
"Orange County, NY",36071.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,44.0,Orange County,NY
"Queens County, NY",36081.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,108.0,Queens County,NY
"Queens County, NY",36081.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,19.0,Queens County,NY
"Richmond County, NY",36085.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,57.0,Richmond County,NY
"Rockland County, NY",36087.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,10.0,Rockland County,NY
"Suffolk County, NY",36103.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,169.0,Suffolk County,NY
"Suffolk County, NY",36103.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,21.0,Suffolk County,NY
"Westchester County, NY",36119.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,35.0,Westchester County,NY
"Westchester County, NY",36119.0,2010.0,2010.0,Drug poisonings (overdose) Suicide (X60-X64),D2,13.0,Westchester County,NY
"Canadian County, OK",40017.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,12.0,Canadian County,OK
"Carter County, OK",40019.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,11.0,Carter County,OK
"Cleveland County, OK",40027.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,31.0,Cleveland County,OK
"Comanche County, OK",40031.0,2010.0,2010.0,Drug poisonings (overdose) Unintentional (X40-X44),D1,13.0,Comanche County,OK
